"datetime","count"
"2011-01-20 00:00:00",17.0483206518498
"2011-01-20 01:00:00",14.0519263725719
"2011-01-20 02:00:00",12.8390352242625
"2011-01-20 03:00:00",11.6703810581268
"2011-01-20 04:00:00",11.1883868247871
"2011-01-20 05:00:00",12.8432709845252
"2011-01-20 06:00:00",33.0698037136425
"2011-01-20 07:00:00",103.402716056582
"2011-01-20 08:00:00",208.023945156367
"2011-01-20 09:00:00",118.848879189092
"2011-01-20 10:00:00",78.9666923982056
"2011-01-20 11:00:00",82.0782783176011
"2011-01-20 12:00:00",100.10431090106
"2011-01-20 13:00:00",95.0072172689427
"2011-01-20 14:00:00",93.1976365036223
"2011-01-20 15:00:00",97.1690386617871
"2011-01-20 16:00:00",110.865753215591
"2011-01-20 17:00:00",200.890299599805
"2011-01-20 18:00:00",142.545611915738
"2011-01-20 19:00:00",108.372346076679
"2011-01-20 20:00:00",80.9309172429061
"2011-01-20 21:00:00",60.1731658116286
"2011-01-20 22:00:00",45.0713676116111
"2011-01-20 23:00:00",28.3927102984775
"2011-01-21 00:00:00",16.9624530086045
"2011-01-21 01:00:00",12.7460395105482
"2011-01-21 02:00:00",10.974499786081
"2011-01-21 03:00:00",10.5019343660097
"2011-01-21 04:00:00",11.4847702490188
"2011-01-21 05:00:00",12.3436419865707
"2011-01-21 06:00:00",33.0698037136425
"2011-01-21 07:00:00",101.401098247049
"2011-01-21 08:00:00",199.209174836701
"2011-01-21 09:00:00",118.89384946747
"2011-01-21 10:00:00",73.9654945431412
"2011-01-21 11:00:00",79.5583691770381
"2011-01-21 12:00:00",89.757534902595
"2011-01-21 13:00:00",90.6297543675802
"2011-01-21 14:00:00",86.1435336204217
"2011-01-21 15:00:00",90.3129131424676
"2011-01-21 16:00:00",104.139831930662
"2011-01-21 17:00:00",182.945248792486
"2011-01-21 18:00:00",133.331797579599
"2011-01-21 19:00:00",102.277466056735
"2011-01-21 20:00:00",76.9956247117086
"2011-01-21 21:00:00",58.6035305517496
"2011-01-21 22:00:00",43.8421984813853
"2011-01-21 23:00:00",28.265359943136
"2011-01-22 00:00:00",27.0515080763529
"2011-01-22 01:00:00",21.1193465372898
"2011-01-22 02:00:00",18.4335624929804
"2011-01-22 03:00:00",13.6131351614557
"2011-01-22 04:00:00",11.8969921745965
"2011-01-22 06:00:00",15.2672476881832
"2011-01-22 07:00:00",52.1108678366914
"2011-01-22 08:00:00",67.4542221413329
"2011-01-22 09:00:00",68.9882742325425
"2011-01-22 10:00:00",84.2690784793345
"2011-01-22 11:00:00",91.3042191833127
"2011-01-22 12:00:00",101.33091206544
"2011-01-22 13:00:00",115.680602245582
"2011-01-22 14:00:00",111.634909282141
"2011-01-22 15:00:00",111.911739361859
"2011-01-22 16:00:00",114.055737703102
"2011-01-22 17:00:00",119.979196514458
"2011-01-22 18:00:00",75.0160265655193
"2011-01-22 19:00:00",62.2979045443632
"2011-01-22 20:00:00",51.3748868473812
"2011-01-22 21:00:00",44.2963413644399
"2011-01-22 22:00:00",36.4350155631417
"2011-01-22 23:00:00",26.5853069145531
"2011-01-23 00:00:00",27.1210156731468
"2011-01-23 01:00:00",23.1239787471243
"2011-01-23 02:00:00",20.3201802150009
"2011-01-23 03:00:00",14.9300692899002
"2011-01-23 05:00:00",12.0021928722034
"2011-01-23 06:00:00",15.0604339718271
"2011-01-23 07:00:00",51.4473406803952
"2011-01-23 08:00:00",67.432598209709
"2011-01-23 09:00:00",68.3628408992092
"2011-01-23 10:00:00",90.5955226308332
"2011-01-23 11:00:00",101.688710347217
"2011-01-23 12:00:00",112.290439963453
"2011-01-23 13:00:00",112.463433014196
"2011-01-23 14:00:00",111.634909282141
"2011-01-23 15:00:00",112.637028634765
"2011-01-23 16:00:00",114.055737703102
"2011-01-23 17:00:00",116.30004790986
"2011-01-23 18:00:00",76.8484373272142
"2011-01-23 19:00:00",62.4347019950607
"2011-01-23 20:00:00",52.111809517223
"2011-01-23 21:00:00",44.2963413644399
"2011-01-23 22:00:00",36.311201334672
"2011-01-23 23:00:00",26.6438302582384
"2011-01-24 00:00:00",17.1729731937872
"2011-01-24 01:00:00",12.8655666365369
"2011-01-24 03:00:00",10.7363593020434
"2011-01-24 04:00:00",11.2736195965697
"2011-01-24 05:00:00",12.4521350295395
"2011-01-24 06:00:00",29.8453468346266
"2011-01-24 07:00:00",100.331150328866
"2011-01-24 08:00:00",195.434401616935
"2011-01-24 09:00:00",116.6790573123
"2011-01-24 10:00:00",73.7798219545902
"2011-01-24 11:00:00",79.523486284438
"2011-01-24 12:00:00",81.5289017361411
"2011-01-24 13:00:00",83.766605364911
"2011-01-24 14:00:00",80.4580556987027
"2011-01-24 15:00:00",87.6822491187621
"2011-01-24 16:00:00",102.865508261316
"2011-01-24 17:00:00",182.945248792486
"2011-01-24 18:00:00",133.526256046313
"2011-01-24 19:00:00",105.295428530989
"2011-01-24 20:00:00",76.0006485862182
"2011-01-24 21:00:00",59.8121859256387
"2011-01-24 22:00:00",42.7319904776411
"2011-01-24 23:00:00",28.0210099390916
"2011-01-25 00:00:00",15.7119349576285
"2011-01-25 01:00:00",11.5649276220947
"2011-01-25 02:00:00",10.6655546783585
"2011-01-25 04:00:00",10.545438304878
"2011-01-25 05:00:00",11.6266068309118
"2011-01-25 06:00:00",31.6574923383488
"2011-01-25 07:00:00",98.7737741285724
"2011-01-25 08:00:00",198.772783012696
"2011-01-25 09:00:00",118.848879189092
"2011-01-25 10:00:00",75.503472560722
"2011-01-25 11:00:00",78.7973748342756
"2011-01-25 12:00:00",94.1699914257426
"2011-01-25 13:00:00",91.0701042470663
"2011-01-25 14:00:00",96.4313758389731
"2011-01-25 15:00:00",98.4864592281499
"2011-01-25 16:00:00",116.208782749978
